TSSM_MIN,TSSM_MAX,PTPM,TV,BSHG
0.598,0.472,0.118,0.3,0.444
0.929,0.835,0.105,0.736,0.518
0.896,0.827,0.037,0.579,0.642
0.891,0.82,0.176,0.639,0.509
0.9,0.86,0.079,0.644,0.702
0.082,0.235,0.039,0.033,0.673
0.596,0.658,0.235,0.416,0.587
0.035,0.023,0.07,0.002,0.232
0.328,0.387,0.042,0.115,0.556
0.927,0.905,0.023,0.743,0.666
0.374,0.315,0.31,0.233,0.161
0.864,0.852,0.017,0.655,0.497
0.8,0.705,0.149,0.567,0.563
0.879,0.814,0.07,0.756,0.425
0.55,0.547,0.039,0.328,0.505
0.493,0.533,0.07,0.284,0.547
0.4,0.444,0.111,0.146,0.544
0.587,0.525,0.117,0.393,0.396
0.886,0.875,0.124,0.718,0.467
0.51,0.519,0.111,0.278,0.449
0.522,0.507,0.126,0.264,0.544
0.881,0.829,0.03,0.652,0.755
0.846,0.792,0.221,0.674,0.63
0.85,0.8,0.104,0.643,0.572
0.765,0.787,0.065,0.523,0.431
0.71,0.626,0.155,0.426,0.468
0.637,0.582,0.06,0.326,0.514
0.914,0.931,0.101,0.531,0.669
0.428,0.498,0.166,0.251,0.59
0.492,0.505,0.074,0.256,0.464
0.823,0.806,0.085,0.597,0.554
0.339,0.345,0.039,0.102,0.479
0.788,0.753,0.181,0.589,0.465
0.799,0.751,0.135,0.604,0.464
0.582,0.604,0.071,0.361,0.304
0.51,0.459,0.138,0.305,0.327
0.477,0.453,0.193,0.295,0.352
0.675,0.702,0.047,0.358,0.691
0.85,0.826,0.065,0.563,0.575
0.886,0.786,0.152,0.666,0.619
0.912,0.925,0.036,0.608,0.539
0.808,0.884,0.002,0.546,0.92
0.58,0.574,0.096,0.354,0.498
0.838,0.732,0.242,0.669,0.304
0.601,0.553,0.097,0.312,0.509
0.785,0.715,0.133,0.59,0.408
0.865,0.738,0.255,0.675,0.288
0.828,0.713,0.078,0.649,0.465
0.828,0.81,0.127,0.596,0.479
0.881,0.855,0.038,0.532,0.664
0.679,0.729,0.048,0.4,0.584
0.836,0.812,0.079,0.547,0.651
0.633,0.586,0.069,0.313,0.458
0.497,0.526,0.148,0.289,0.389
0.631,0.686,0.13,0.454,0.523
0.81,0.772,0.188,0.625,0.444
0.512,0.478,0.095,0.273,0.471
0.587,0.606,0.149,0.432,0.44
0.723,0.796,0.105,0.428,0.479
0.861,0.74,0.143,0.675,0.536
0.867,0.857,0.082,0.594,0.572
0.884,0.828,0.071,0.698,0.541
0.297,0.479,0.036,0.138,0.544
0.877,0.801,0.106,0.686,0.45
0.716,0.706,0.056,0.484,0.538
0.5,0.53,0.063,0.265,0.464
0.873,0.857,0.047,0.467,0.515
0.896,0.906,0.042,0.715,0.652
0.827,0.763,0.116,0.648,0.486
0.92,0.962,0.032,0.653,0.776
0.654,0.63,0.151,0.47,0.565
0.257,0.322,0.051,0.117,0.518
0.536,0.474,0.108,0.316,0.476
0.804,0.855,0.027,0.641,0.783
0.65,0.828,0.053,0.359,0.627
0.512,0.536,0.159,0.251,0.422
0.877,0.727,0.298,0.792,0.236
0.843,0.804,0.489,0.667,0.83
0.42,0.412,0.04,0.172,0.413
0.869,0.874,0.038,0.648,0.801
0.682,0.706,0.04,0.404,0.786
0.315,0.453,0.047,0.19,0.411
0.558,0.503,0.1,0.369,0.447
0.335,0.324,0.109,0.141,0.431
0.784,0.769,0.148,0.579,0.428
0.516,0.554,0.047,0.273,0.586
0.849,0.749,0.269,0.683,0.294
0.737,0.822,0.092,0.568,0.63
0.642,0.605,0.031,0.345,0.497
0.452,0.513,0.067,0.166,0.608
0.878,0.829,0.029,0.656,0.685
0.624,0.645,0.047,0.411,0.592
0.862,0.826,0.065,0.668,0.628
0.862,0.804,0.193,0.679,0.44
0.763,0.736,0.309,0.599,0.355
0.728,0.781,0.079,0.485,0.693
0.972,0.862,0.002,0.634,0.593
0.871,0.873,0.011,0.59,0.806
0.597,0.67,0.185,0.416,0.601
0.647,0.652,0.102,0.405,0.384
0.394,0.453,0.118,0.212,0.337
0.865,0.748,0.344,0.644,0.355
0.818,0.81,0.06,0.568,0.474
0.606,0.671,0.093,0.385,0.575
0.845,0.835,0.16,0.588,0.533
0.646,0.709,0.113,0.524,0.389
0.843,0.794,0.084,0.623,0.599
0.736,0.792,0.134,0.567,0.633
0.888,0.892,0.04,0.635,0.709
0.878,0.827,0.099,0.622,0.726
0.366,0.355,0.048,0.108,0.435
0.257,0.306,0.095,0.157,0.432
0.853,0.817,0.061,0.488,0.729
0.657,0.713,0.038,0.341,0.363
0.874,0.818,0.183,0.679,0.509
0.861,0.775,0.106,0.631,0.498
0.881,0.746,0.235,0.71,0.232
0.859,0.718,0.131,0.622,0.483
0.891,0.894,0.03,0.65,0.744
0.85,0.87,0.038,0.516,0.59
0.479,0.539,0.037,0.238,0.523
0.7,0.663,0.098,0.487,0.61
0.818,0.716,0.524,0.642,0.258
0.609,0.631,0.041,0.388,0.593
0.481,0.496,0.083,0.293,0.59
0.695,0.705,0.06,0.412,0.476
0.651,0.63,0.1,0.396,0.565
0.69,0.714,0.061,0.419,0.56
0.401,0.514,0.067,0.121,0.669
0.499,0.486,0.131,0.26,0.226
0.929,0.773,0.065,0.774,0.675
0.564,0.637,0.053,0.396,0.461
0.864,0.85,0.096,0.669,0.526
0.611,0.565,0.11,0.382,0.473
0.789,0.88,0.002,0.637,0.886
0.896,0.875,0.11,0.647,0.678
0.896,0.854,0.03,0.675,0.663
0.679,0.712,0.07,0.468,0.536
0.706,0.686,0.099,0.414,0.471
0.848,0.82,0.148,0.588,0.529
0.615,0.669,0.062,0.382,0.443
0.809,0.751,0.197,0.603,0.402
0.931,0.767,0.05,0.746,0.583
0.928,0.908,0.052,0.609,0.729
0.603,0.613,0.26,0.445,0.264
0.585,0.599,0.045,0.34,0.399
0.664,0.554,0.261,0.462,0.227
0.805,0.793,0.033,0.4,0.584
0.351,0.415,0.181,0.199,0.361
0.873,0.804,0.214,0.649,0.505
0.526,0.475,0.202,0.349,0.295
0.568,0.6,0.024,0.346,0.581
0.895,0.794,0.091,0.66,0.355
0.752,0.728,0.051,0.401,0.577
0.85,0.822,0.107,0.642,0.602
0.464,0.501,0.107,0.256,0.512
0.244,0.306,0.047,0.105,0.502
0.623,0.634,0.122,0.368,0.648
0.855,0.811,0.162,0.604,0.56
0.929,0.842,0.072,0.706,0.569
0.477,0.481,0.193,0.282,0.307
0.85,0.679,0.272,0.654,0.184
0.482,0.556,0.032,0.092,0.708
0.704,0.677,0.061,0.431,0.414
0.66,0.637,0.046,0.428,0.446
0.549,0.519,0.159,0.333,0.256
0.447,0.494,0.17,0.272,0.473
0.642,0.587,0.073,0.414,0.404
0.803,0.754,0.167,0.558,0.452
0.532,0.466,0.131,0.309,0.336
0.907,0.886,0.051,0.741,0.595
0.577,0.601,0.04,0.356,0.459
0.874,0.785,0.163,0.715,0.346
0.544,0.571,0.397,0.393,0.446
0.796,0.754,0.127,0.605,0.565
0.893,0.91,0.026,0.425,0.602
0.832,0.775,0.096,0.64,0.5
0.356,0.383,0.033,0.18,0.575
0.86,0.837,0.042,0.637,0.474
0.207,0.265,0.137,0.131,0.345
0.294,0.33,0.055,0.113,0.482
0.652,0.643,0.148,0.403,0.42
0.89,0.896,0.042,0.62,0.765
0.85,0.815,0.136,0.543,0.55
0.291,0.348,0.081,0.148,0.328
0.791,0.745,0.1,0.545,0.465
0.689,0.672,0.077,0.496,0.547
0.792,0.664,0.193,0.578,0.399
0.811,0.764,0.131,0.612,0.611
0.327,0.348,0.069,0.102,0.483
0.325,0.336,0.087,0.146,0.352
0.864,0.814,0.15,0.646,0.714
0.875,0.823,0.185,0.673,0.721
0.843,0.753,0.277,0.669,0.31
0.896,0.822,0.125,0.695,0.572
0.66,0.679,0.085,0.37,0.34
0.778,0.78,0.133,0.564,0.512
0.234,0.472,0.02,0.119,0.63
0.895,0.791,0.135,0.657,0.545
0.85,0.816,0.129,0.559,0.583
0.932,0.968,0.066,0.549,0.764
0.815,0.768,0.167,0.622,0.56
0.812,0.802,0.12,0.57,0.617
0.569,0.572,0.128,0.377,0.429
0.806,0.757,0.173,0.584,0.538
0.871,0.851,0.115,0.673,0.584
0.234,0.273,0.043,0.101,0.321
0.918,0.835,0.063,0.658,0.717
0.877,0.812,0.187,0.642,0.565
0.291,0.269,0.114,0.129,0.288
0.761,0.725,0.417,0.531,0.202
0.801,0.77,0.125,0.565,0.467
0.643,0.681,0.083,0.475,0.486
0.285,0.445,0.076,0.17,0.488
0.9,0.874,0.046,0.649,0.73
0.832,0.809,0.052,0.626,0.539
0.853,0.878,0.041,0.539,0.601
0.767,0.768,0.132,0.492,0.574
0.671,0.64,0.127,0.452,0.486
0.889,0.836,0.1,0.554,0.637
0.84,0.802,0.08,0.527,0.633
0.654,0.623,0.057,0.404,0.489
0.554,0.539,0.103,0.365,0.411
0.621,0.653,0.105,0.442,0.477
0.605,0.562,0.101,0.326,0.529
0.232,0.418,0.04,0.163,0.492
0.846,0.769,0.137,0.538,0.431
0.361,0.358,0.096,0.245,0.134
0.602,0.639,0.051,0.369,0.58
0.333,0.33,0.063,0.115,0.441
0.858,0.731,0.217,0.68,0.235
0.837,0.79,0.143,0.535,0.429
0.415,0.428,0.084,0.239,0.25
0.827,0.883,0.049,0.735,0.628
0.801,0.769,0.157,0.629,0.367
0.612,0.571,0.077,0.311,0.471
0.613,0.607,0.13,0.441,0.373
0.765,0.681,0.152,0.522,0.375
0.84,0.84,0.108,0.63,0.509
0.923,0.865,0.05,0.589,0.785
0.874,0.901,0.067,0.653,0.758
0.877,0.868,0.044,0.637,0.583
0.401,0.48,0.126,0.23,0.363
0.669,0.648,0.136,0.43,0.491
0.863,0.856,0.085,0.58,0.652
0.766,0.8,0.057,0.542,0.663
0.467,0.414,0.157,0.257,0.288
0.208,0.283,0.075,0.099,0.196
0.804,0.709,0.1,0.54,0.627
0.87,0.8,0.191,0.641,0.447
0.81,0.757,0.191,0.571,0.438
0.65,0.563,0.233,0.455,0.279
0.653,0.636,0.1,0.422,0.482
0.875,0.853,0.103,0.679,0.568
0.74,0.717,0.059,0.477,0.541
0.404,0.535,0.053,0.193,0.572
0.65,0.725,0.087,0.508,0.45
0.666,0.69,0.114,0.416,0.369
0.429,0.524,0.09,0.284,0.467
0.539,0.492,0.257,0.314,0.244
0.874,0.706,0.671,0.69,0.172
0.347,0.411,0.243,0.201,0.447
0.649,0.709,0.079,0.509,0.351
0.695,0.607,0.136,0.45,0.623
0.774,0.774,0.096,0.492,0.416
0.839,0.782,0.207,0.667,0.393
0.83,0.904,0.015,0.681,0.596
0.835,0.781,0.116,0.622,0.48
0.096,0.183,0.065,0.051,0.574
0.475,0.472,0.1,0.245,0.553
0.894,0.817,0.075,0.501,0.687
0.34,0.445,0.059,0.187,0.425
0.476,0.495,0.098,0.274,0.464
0.802,0.766,0.127,0.603,0.461
0.838,0.687,0.256,0.629,0.343
0.505,0.521,0.101,0.275,0.328
0.857,0.861,0.029,0.592,0.758
0.817,0.75,0.044,0.501,0.652
0.802,0.872,0.017,0.691,0.672
0.454,0.513,0.094,0.245,0.483
0.865,0.815,0.138,0.631,0.402
0.807,0.717,0.369,0.658,0.283
0.338,0.459,0.046,0.168,0.551
0.641,0.659,0.056,0.415,0.45
0.829,0.783,0.168,0.516,0.485
0.791,0.743,0.474,0.64,0.398
0.399,0.492,0.127,0.25,0.399
0.632,0.626,0.134,0.388,0.419
0.504,0.479,0.045,0.245,0.455
0.864,0.844,0.065,0.63,0.667
0.438,0.489,0.101,0.269,0.503
0.695,0.844,0.039,0.428,0.655
0.438,0.448,0.112,0.258,0.393
0.871,0.867,0.074,0.581,0.679
0.545,0.53,0.106,0.295,0.297
0.624,0.524,0.217,0.423,0.23
0.745,0.839,0.045,0.49,0.72
0.348,0.52,0.059,0.187,0.587
0.566,0.561,0.075,0.343,0.364
0.755,0.729,0.067,0.504,0.511
0.7,0.723,0.05,0.395,0.607
0.726,0.714,0.225,0.506,0.479
0.892,0.838,0.104,0.616,0.669
0.701,0.742,0.141,0.474,0.402
0.573,0.548,0.054,0.298,0.498
0.884,0.782,0.111,0.725,0.47
0.832,0.771,0.151,0.652,0.425
0.408,0.436,0.096,0.214,0.235
0.62,0.55,0.064,0.346,0.459
0.787,0.751,0.131,0.547,0.529
0.729,0.721,0.155,0.526,0.471
0.877,0.816,0.101,0.435,0.655
0.798,0.732,0.194,0.64,0.357
0.819,0.745,0.475,0.63,0.389
0.584,0.716,0.133,0.379,0.562
0.638,0.619,0.098,0.337,0.569
0.751,0.729,0.2,0.616,0.509
0.259,0.366,0.03,0.126,0.494
0.82,0.776,0.137,0.641,0.511
0.648,0.709,0.126,0.51,0.283
0.882,0.78,0.166,0.644,0.578
0.401,0.458,0.076,0.231,0.328
0.299,0.391,0.024,0.102,0.63
0.864,0.837,0.07,0.644,0.663
0.569,0.571,0.087,0.37,0.295
0.445,0.366,0.159,0.253,0.36
0.591,0.602,0.075,0.385,0.321
0.209,0.228,0.039,0.059,0.206
0.339,0.341,0.064,0.132,0.363
0.818,0.791,0.188,0.532,0.548
0.618,0.605,0.164,0.401,0.327
0.906,0.94,0.085,0.511,0.779
0.128,0.249,0.035,0.065,0.542
0.601,0.509,0.098,0.316,0.339
0.818,0.791,0.107,0.609,0.477
0.909,0.828,0.118,0.703,0.565
0.86,0.788,0.227,0.671,0.583
0.416,0.518,0.091,0.233,0.399
0.468,0.518,0.146,0.273,0.565
0.83,0.792,0.108,0.448,0.547
0.842,0.807,0.138,0.567,0.66
0.901,0.892,0.047,0.576,0.78
0.411,0.484,0.105,0.245,0.331
0.904,0.765,0.189,0.745,0.571
0.83,0.766,0.155,0.653,0.431
0.794,0.748,0.234,0.611,0.459
0.833,0.834,0.062,0.689,0.655
0.933,0.89,0.097,0.787,0.642
0.665,0.854,0.048,0.356,0.69
0.654,0.55,0.214,0.452,0.214
0.139,0.188,0.037,0.051,0.485
0.753,0.8,0.123,0.561,0.559
0.875,0.808,0.105,0.682,0.669
0.38,0.346,0.052,0.182,0.432
0.543,0.512,0.168,0.315,0.355
0.73,0.66,0.276,0.449,0.462
0.677,0.678,0.084,0.408,0.435
0.368,0.309,0.082,0.169,0.41
0.486,0.467,0.068,0.284,0.53
0.611,0.602,0.056,0.362,0.404
0.213,0.287,0.06,0.113,0.286
0.903,0.82,0.073,0.744,0.741
0.345,0.412,0.053,0.196,0.414
0.875,0.795,0.144,0.663,0.517
0.411,0.442,0.104,0.265,0.182
0.03,0.143,0.065,0.042,0.476
0.519,0.461,0.058,0.318,0.447
0.62,0.61,0.115,0.391,0.578
0.852,0.795,0.073,0.622,0.724
0.898,0.797,0.163,0.714,0.593
0.732,0.646,0.122,0.475,0.455
0.601,0.576,0.071,0.344,0.337
0.827,0.724,0.044,0.623,0.182
0.912,0.796,0.089,0.717,0.321
0.741,0.782,0.045,0.546,0.75
0.324,0.478,0.066,0.154,0.396
0.338,0.373,0.031,0.107,0.61
0.839,0.726,0.105,0.651,0.274
0.869,0.825,0.135,0.478,0.533
0.794,0.751,0.168,0.575,0.389
0.875,0.818,0.072,0.663,0.711
0.747,0.772,0.067,0.478,0.604
0.726,0.669,0.114,0.492,0.316
0.674,0.681,0.139,0.467,0.551
0.822,0.727,0.442,0.645,0.312
0.915,0.788,0.129,0.731,0.268
0.71,0.753,0.05,0.389,0.575
0.582,0.591,0.05,0.322,0.482
0.804,0.75,0.128,0.566,0.482
0.417,0.473,0.101,0.203,0.361
0.799,0.748,0.257,0.614,0.417
0.604,0.547,0.046,0.298,0.441
0.663,0.636,0.098,0.396,0.515
0.48,0.499,0.083,0.263,0.188
0.286,0.443,0.083,0.141,0.492
0.785,0.769,0.168,0.564,0.63
0.451,0.417,0.088,0.213,0.261
0.563,0.667,0.038,0.354,0.515
0.855,0.688,0.267,0.701,0.295
0.857,0.825,0.049,0.639,0.527
0.645,0.674,0.121,0.379,0.488
0.865,0.724,0.272,0.697,0.343
0.808,0.755,0.17,0.541,0.464
0.583,0.666,0.053,0.356,0.536
0.33,0.308,0.07,0.139,0.307
0.476,0.519,0.077,0.268,0.476
0.725,0.666,0.169,0.447,0.486
0.877,0.782,0.148,0.665,0.596
0.774,0.738,0.072,0.514,0.405
0.517,0.496,0.052,0.287,0.53
0.781,0.937,0.025,0.438,0.742
0.853,0.801,0.19,0.663,0.7
0.838,0.769,0.137,0.551,0.652
0.923,0.884,0.05,0.601,0.795
0.475,0.475,0.045,0.278,0.587
0.544,0.668,0.009,0.388,0.593
0.448,0.464,0.014,0.305,0.539
0.644,0.667,0.254,0.499,0.529
0.807,0.752,0.18,0.618,0.452
0.32,0.322,0.03,0.16,0.562
0.846,0.851,0.095,0.598,0.596
0.411,0.384,0.012,0.168,0.506
0.849,0.777,0.227,0.68,0.319
0.89,0.908,0.088,0.801,0.617
0.64,0.568,0.182,0.419,0.489
0.712,0.701,0.124,0.411,0.578
0.351,0.536,0.074,0.159,0.505
0.836,0.8,0.12,0.642,0.495
0.364,0.412,0.03,0.151,0.389
0.34,0.378,0.025,0.171,0.598
0.307,0.297,0.072,0.144,0.373
0.876,0.821,0.115,0.644,0.587
0.665,0.687,0.047,0.365,0.449
0.872,0.825,0.101,0.645,0.572
0.5,0.465,0.086,0.236,0.462
0.348,0.397,0.052,0.22,0.351
0.442,0.415,0.166,0.264,0.277
0.642,0.566,0.218,0.466,0.502
0.6,0.669,0.105,0.394,0.372
0.76,0.741,0.048,0.449,0.581
0.308,0.32,0.079,0.132,0.38
0.599,0.52,0.072,0.301,0.444
0.874,0.777,0.15,0.68,0.315
0.793,0.784,0.128,0.526,0.459
0.884,0.837,0.08,0.479,0.673
0.873,0.82,0.112,0.702,0.702
0.813,0.746,0.171,0.65,0.413
0.821,0.752,0.181,0.65,0.393
0.798,0.709,0.297,0.645,0.179
0.702,0.667,0.144,0.428,0.396
0.871,0.813,0.071,0.458,0.598
0.858,0.785,0.245,0.678,0.56
0.831,0.812,0.122,0.622,0.563
0.553,0.664,0.072,0.337,0.583
0.529,0.532,0.148,0.309,0.462
0.674,0.667,0.094,0.42,0.404
0.823,0.858,0.025,0.644,0.694
0.489,0.543,0.125,0.291,0.41
0.468,0.471,0.077,0.25,0.464
0.685,0.62,0.156,0.454,0.431
0.81,0.8,0.104,0.499,0.649
0.694,0.709,0.051,0.419,0.532
0.709,0.682,0.155,0.461,0.364
0.856,0.846,0.042,0.638,0.474
0.413,0.345,0.21,0.238,0.258
0.622,0.642,0.089,0.433,0.432
0.859,0.752,0.17,0.681,0.453
0.757,0.684,0.287,0.545,0.384
0.741,0.719,0.145,0.484,0.628
0.73,0.773,0.157,0.519,0.396
0.53,0.549,0.113,0.282,0.47
0.157,0.239,0.039,0.051,0.569
0.682,0.621,0.111,0.374,0.434
0.424,0.495,0.044,0.204,0.363
0.892,0.756,0.189,0.715,0.282
0.844,0.759,0.097,0.662,0.437
0.858,0.826,0.072,0.651,0.684
0.913,0.878,0.069,0.714,0.604
0.841,0.779,0.149,0.587,0.574
0.852,0.797,0.144,0.626,0.511
0.751,0.668,0.205,0.497,0.268
0.922,0.89,0.02,0.449,0.489
0.601,0.5,0.156,0.317,0.315
0.948,0.771,0.025,0.69,0.654
0.592,0.583,0.019,0.324,0.45
0.812,0.744,0.156,0.584,0.542
0.179,0.198,0.061,0.051,0.446
0.725,0.703,0.044,0.503,0.554
0.844,0.77,0.142,0.64,0.45
0.327,0.33,0.046,0.117,0.462
0.904,0.975,0.013,0.573,0.837
0.874,0.908,0.024,0.765,0.535
0.426,0.445,0.077,0.24,0.277
0.804,0.754,0.053,0.484,0.654
0.857,0.717,0.317,0.691,0.203
0.935,0.789,0.333,0.702,0.242
0.788,0.733,0.039,0.472,0.69
0.892,0.867,0.095,0.619,0.732
0.703,0.676,0.095,0.418,0.375
0.881,0.823,0.075,0.465,0.687
0.632,0.618,0.072,0.304,0.541
0.756,0.706,0.213,0.544,0.471
0.856,0.8,0.096,0.462,0.392
0.88,0.893,0.027,0.667,0.703
0.833,0.762,0.165,0.611,0.538
0.579,0.587,0.069,0.345,0.408
0.193,0.23,0.082,0.042,0.123
0.871,0.78,0.111,0.681,0.502
0.36,0.435,0.188,0.203,0.577
0.778,0.729,0.218,0.539,0.491
0.584,0.563,0.06,0.318,0.426
0.829,0.789,0.069,0.55,0.672
0.531,0.543,0.083,0.259,0.697
0.911,0.812,0.063,0.704,0.602
0.881,0.728,0.061,0.607,0.464
0.82,0.835,0.031,0.501,0.462
0.839,0.758,0.095,0.538,0.556
0.474,0.521,0.045,0.268,0.209
0.18,0.262,0.03,0.068,0.616
0.424,0.401,0.092,0.22,0.378
0.421,0.478,0.175,0.227,0.402
0.689,0.601,0.229,0.433,0.343
0.794,0.759,0.11,0.544,0.416
0.797,0.839,0.031,0.739,0.693
0.662,0.631,0.172,0.427,0.488
0.413,0.5,0.119,0.237,0.354
0.813,0.781,0.121,0.614,0.426
0.783,0.801,0.106,0.471,0.5
0.842,0.752,0.337,0.673,0.268
0.321,0.333,0.057,0.129,0.304
0.595,0.707,0.109,0.387,0.584
0.304,0.476,0.039,0.138,0.416
0.854,0.859,0.084,0.604,0.652
0.485,0.542,0.061,0.26,0.5
0.846,0.784,0.162,0.583,0.568
0.843,0.865,0.083,0.625,0.657
0.512,0.601,0.111,0.307,0.506
0.816,0.763,0.201,0.617,0.259
0.603,0.654,0.056,0.375,0.536
0.481,0.528,0.111,0.283,0.515
0.902,0.855,0.135,0.725,0.607
0.632,0.583,0.072,0.37,0.526
0.594,0.648,0.045,0.353,0.568
0.688,0.602,0.297,0.489,0.404
