TSSM_MIN,TSSM_MAX,TV,PTPM,BSHG
0.911,0.812,0.704,0.063,0.602
0.565,0.562,0.325,0.066,0.538
0.861,0.813,0.635,0.164,0.571
0.808,0.74,0.632,0.222,0.551
0.835,0.789,0.664,0.234,0.489
0.803,0.746,0.61,0.156,0.441
0.632,0.578,0.327,0.099,0.449
0.893,0.883,0.605,0.033,0.685
0.88,0.734,0.695,0.223,0.512
0.718,0.699,0.434,0.109,0.431
0.339,0.374,0.152,0.06,0.303
0.661,0.678,0.441,0.131,0.488
0.684,0.714,0.438,0.068,0.592
0.368,0.309,0.169,0.082,0.41
0.909,0.857,0.657,0.07,0.639
0.798,0.735,0.602,0.126,0.423
0.879,0.849,0.679,0.288,0.789
0.512,0.536,0.251,0.159,0.422
0.21,0.301,0.09,0.019,0.509
0.839,0.753,0.644,0.271,0.426
0.69,0.689,0.484,0.149,0.622
0.808,0.895,0.551,0.141,0.505
0.877,0.896,0.665,0.018,0.693
0.78,0.769,0.585,0.187,0.509
0.805,0.752,0.61,0.181,0.378
0.679,0.642,0.448,0.153,0.441
0.48,0.546,0.248,0.053,0.551
0.684,0.612,0.485,0.201,0.37
0.783,0.744,0.613,0.105,0.423
0.66,0.671,0.424,0.095,0.477
0.85,0.822,0.642,0.107,0.602
0.544,0.571,0.393,0.397,0.446
0.47,0.451,0.225,0.081,0.411
0.893,0.871,0.61,0.098,0.652
0.864,0.807,0.598,0.128,0.658
0.558,0.503,0.369,0.1,0.447
0.79,0.743,0.586,0.159,0.411
0.304,0.476,0.138,0.039,0.416
0.604,0.64,0.418,0.18,0.349
0.513,0.483,0.249,0.114,0.483
0.572,0.492,0.371,0.099,0.407
0.621,0.576,0.303,0.057,0.47
0.874,0.818,0.679,0.183,0.509
0.597,0.682,0.454,0.064,0.533
0.155,0.211,0.083,0.084,0.352
0.867,0.918,0.589,0.0,0.854
0.844,0.836,0.475,0.056,0.532
0.758,0.733,0.509,0.125,0.559
0.607,0.692,0.418,0.178,0.479
0.828,0.807,0.564,0.086,0.642
0.873,0.82,0.702,0.112,0.702
0.801,0.765,0.607,0.074,0.456
0.8,0.751,0.597,0.157,0.553
0.855,0.77,0.671,0.193,0.303
0.785,0.715,0.59,0.133,0.408
0.562,0.555,0.328,0.066,0.432
0.511,0.488,0.297,0.064,0.47
0.843,0.85,0.465,0.054,0.648
0.89,0.753,0.718,0.14,0.369
0.469,0.508,0.322,0.165,0.41
0.505,0.521,0.275,0.101,0.328
0.826,0.79,0.603,0.059,0.503
0.837,0.805,0.581,0.086,0.628
0.619,0.651,0.42,0.132,0.447
0.791,0.745,0.545,0.1,0.465
0.884,0.826,0.709,0.116,0.756
0.745,0.832,0.552,0.082,0.645
0.36,0.335,0.166,0.043,0.322
0.91,0.843,0.721,0.064,0.623
0.682,0.621,0.374,0.111,0.434
0.831,0.77,0.71,0.085,0.366
0.492,0.513,0.291,0.204,0.392
0.456,0.483,0.278,0.082,0.203
0.246,0.477,0.136,0.057,0.518
0.481,0.5,0.283,0.188,0.367
0.62,0.668,0.406,0.042,0.652
0.823,0.792,0.596,0.092,0.551
0.812,0.802,0.57,0.12,0.617
0.818,0.762,0.625,0.158,0.486
0.401,0.458,0.231,0.076,0.328
0.733,0.765,0.468,0.183,0.426
0.732,0.639,0.49,0.216,0.291
0.802,0.743,0.595,0.139,0.512
0.473,0.495,0.295,0.112,0.467
0.878,0.795,0.694,0.103,0.369
0.646,0.639,0.487,0.304,0.361
0.848,0.811,0.627,0.129,0.598
0.657,0.72,0.422,0.058,0.492
0.878,0.819,0.704,0.165,0.712
0.811,0.764,0.612,0.131,0.611
0.376,0.36,0.239,0.202,0.342
0.423,0.42,0.21,0.107,0.261
0.489,0.52,0.282,0.154,0.339
0.547,0.572,0.4,0.229,0.542
0.632,0.626,0.388,0.134,0.419
0.881,0.797,0.681,0.134,0.693
0.61,0.648,0.386,0.11,0.545
0.491,0.527,0.287,0.144,0.377
0.406,0.492,0.185,0.038,0.443
0.804,0.798,0.544,0.082,0.616
0.874,0.861,0.538,0.008,0.506
0.791,0.74,0.552,0.149,0.401
0.73,0.599,0.495,0.119,0.268
0.483,0.447,0.25,0.061,0.44
0.874,0.901,0.653,0.067,0.758
0.737,0.791,0.495,0.055,0.435
0.529,0.533,0.308,0.123,0.5
0.739,0.754,0.495,0.094,0.509
0.756,0.735,0.59,0.239,0.218
0.716,0.695,0.489,0.096,0.491
0.808,0.744,0.623,0.183,0.413
0.584,0.584,0.381,0.061,0.265
0.862,0.804,0.679,0.193,0.44
0.791,0.75,0.605,0.131,0.544
0.412,0.502,0.241,0.104,0.601
0.914,0.931,0.531,0.101,0.669
0.893,0.835,0.653,0.087,0.483
0.443,0.512,0.127,0.061,0.611
0.465,0.587,0.241,0.093,0.526
0.792,0.774,0.583,0.109,0.495
0.851,0.718,0.656,0.213,0.464
0.877,0.782,0.665,0.148,0.596
0.411,0.484,0.245,0.105,0.331
0.365,0.348,0.238,0.198,0.215
0.804,0.75,0.566,0.128,0.482
0.426,0.379,0.19,0.045,0.375
0.551,0.644,0.369,0.026,0.369
0.51,0.487,0.305,0.136,0.282
0.517,0.496,0.287,0.052,0.53
0.708,0.641,0.394,0.05,0.437
0.887,0.79,0.66,0.073,0.53
0.641,0.659,0.415,0.056,0.45
0.745,0.755,0.552,0.246,0.413
0.85,0.877,0.566,0.06,0.575
0.681,0.64,0.42,0.07,0.607
0.848,0.78,0.63,0.16,0.492
0.841,0.82,0.583,0.087,0.643
0.601,0.641,0.406,0.056,0.673
0.617,0.613,0.396,0.145,0.38
0.526,0.46,0.305,0.054,0.396
0.733,0.653,0.483,0.214,0.398
0.601,0.703,0.402,0.098,0.5
0.842,0.771,0.669,0.19,0.511
0.625,0.592,0.403,0.062,0.402
0.764,0.748,0.434,0.036,0.611
0.975,0.958,0.761,0.051,0.515
0.503,0.506,0.335,0.072,0.523
0.578,0.455,0.295,0.177,0.273
0.33,0.308,0.139,0.07,0.307
0.833,0.782,0.588,0.131,0.557
0.82,0.736,0.614,0.159,0.404
0.857,0.786,0.5,0.134,0.639
0.843,0.814,0.509,0.051,0.684
0.852,0.711,0.694,0.363,0.312
0.516,0.468,0.312,0.08,0.408
0.61,0.638,0.366,0.035,0.405
0.86,0.788,0.671,0.227,0.583
0.837,0.779,0.643,0.139,0.459
0.486,0.409,0.282,0.132,0.324
0.31,0.529,0.195,0.047,0.453
0.901,0.892,0.576,0.047,0.78
0.798,0.75,0.612,0.158,0.477
0.829,0.745,0.545,0.105,0.614
0.353,0.482,0.15,0.101,0.389
0.918,0.91,0.585,0.074,0.658
0.706,0.627,0.481,0.151,0.483
0.538,0.508,0.33,0.134,0.309
0.845,0.775,0.626,0.244,0.59
0.855,0.822,0.542,0.119,0.574
0.447,0.457,0.274,0.146,0.285
0.753,0.8,0.561,0.123,0.559
0.571,0.616,0.345,0.051,0.651
0.19,0.235,0.086,0.059,0.489
0.847,0.825,0.65,0.07,0.694
0.813,0.746,0.65,0.171,0.413
0.492,0.505,0.256,0.074,0.464
0.819,0.832,0.537,0.06,0.574
0.489,0.48,0.269,0.12,0.414
0.823,0.72,0.643,0.324,0.292
0.926,0.869,0.734,0.054,0.438
0.443,0.511,0.257,0.156,0.682
0.435,0.391,0.198,0.089,0.322
0.533,0.471,0.36,0.129,0.36
0.837,0.769,0.686,0.148,0.381
0.242,0.307,0.141,0.083,0.373
0.832,0.875,0.726,0.166,0.646
0.334,0.403,0.178,0.053,0.556
0.834,0.846,0.663,0.087,0.58
0.818,0.756,0.622,0.166,0.419
0.817,0.791,0.573,0.169,0.392
0.838,0.732,0.669,0.242,0.304
0.438,0.448,0.258,0.112,0.393
0.812,0.754,0.657,0.243,0.361
0.869,0.836,0.596,0.084,0.69
0.455,0.529,0.212,0.056,0.404
0.258,0.482,0.136,0.015,0.538
0.474,0.518,0.261,0.081,0.357
0.365,0.45,0.183,0.172,0.785
0.699,0.721,0.422,0.092,0.649
0.304,0.467,0.267,0.045,0.389
0.338,0.345,0.116,0.044,0.447
0.877,0.802,0.711,0.094,0.593
0.311,0.495,0.161,0.066,0.52
0.486,0.424,0.291,0.083,0.518
0.594,0.608,0.357,0.062,0.363
0.678,0.586,0.453,0.317,0.465
0.902,0.85,0.653,0.035,0.687
0.508,0.452,0.308,0.145,0.217
0.848,0.815,0.551,0.086,0.694
0.826,0.734,0.654,0.305,0.357
0.755,0.747,0.401,0.115,0.565
0.459,0.481,0.273,0.216,0.393
0.874,0.791,0.642,0.096,0.459
0.264,0.307,0.108,0.078,0.44
0.865,0.862,0.549,0.035,0.718
0.929,0.773,0.774,0.065,0.675
0.825,0.722,0.673,0.348,0.166
0.755,0.716,0.548,0.131,0.395
0.802,0.714,0.593,0.162,0.435
0.92,0.879,0.688,0.117,0.61
0.719,0.653,0.332,0.027,0.458
0.896,0.89,0.629,0.027,0.667
0.875,0.82,0.654,0.111,0.702
0.547,0.514,0.278,0.041,0.61
0.846,0.779,0.647,0.153,0.498
0.845,0.759,0.58,0.101,0.633
0.571,0.607,0.361,0.021,0.476
0.573,0.548,0.298,0.054,0.498
0.206,0.368,0.122,0.027,0.538
0.905,0.889,0.65,0.078,0.67
0.676,0.7,0.485,0.248,0.502
0.597,0.697,0.393,0.09,0.514
0.901,0.839,0.678,0.108,0.589
0.852,0.795,0.622,0.073,0.724
0.867,0.838,0.631,0.091,0.667
0.786,0.754,0.621,0.17,0.45
0.804,0.759,0.615,0.167,0.495
0.896,0.897,0.613,0.0,0.818
0.864,0.773,0.723,0.151,0.518
0.874,0.908,0.765,0.024,0.535
0.372,0.332,0.174,0.002,0.477
0.285,0.281,0.13,0.073,0.247
0.906,0.94,0.511,0.085,0.779
0.845,0.749,0.617,0.118,0.386
0.346,0.399,0.174,0.056,0.562
0.784,0.739,0.533,0.07,0.321
0.865,0.748,0.644,0.344,0.355
0.486,0.467,0.284,0.068,0.53
0.883,0.801,0.645,0.142,0.551
0.413,0.463,0.232,0.093,0.524
0.603,0.735,0.399,0.172,0.53
0.409,0.522,0.179,0.043,0.498
0.585,0.569,0.386,0.151,0.372
0.866,0.828,0.686,0.095,0.477
0.905,0.885,0.698,0.025,0.696
0.282,0.274,0.116,0.089,0.211
0.816,0.8,0.551,0.13,0.55
0.79,0.754,0.559,0.189,0.373
0.791,0.741,0.536,0.224,0.36
0.866,0.696,0.696,0.314,0.25
0.132,0.229,0.048,0.022,0.614
0.865,0.809,0.667,0.104,0.526
0.412,0.392,0.259,0.09,0.22
0.744,0.815,0.553,0.097,0.571
0.843,0.811,0.612,0.03,0.792
0.669,0.555,0.47,0.187,0.2
0.774,0.716,0.588,0.129,0.392
0.735,0.748,0.523,0.105,0.592
0.572,0.58,0.366,0.11,0.378
0.844,0.759,0.662,0.097,0.437
0.68,0.59,0.451,0.276,0.438
0.82,0.835,0.501,0.031,0.462
0.873,0.835,0.769,0.076,0.622
0.478,0.488,0.257,0.142,0.386
0.598,0.574,0.362,0.137,0.452
0.579,0.597,0.345,0.042,0.425
0.736,0.773,0.329,0.018,0.721
0.811,0.734,0.647,0.328,0.333
0.907,0.809,0.708,0.164,0.509
0.657,0.538,0.386,0.106,0.337
0.614,0.641,0.379,0.104,0.459
0.884,0.835,0.688,0.095,0.542
0.914,0.947,0.557,0.021,0.767
0.873,0.865,0.673,0.038,0.794
0.822,0.812,0.531,0.062,0.703
0.84,0.785,0.635,0.197,0.654
0.665,0.635,0.513,0.05,0.482
0.909,0.828,0.703,0.118,0.565
0.664,0.689,0.424,0.089,0.509
0.415,0.446,0.213,0.056,0.405
0.566,0.561,0.343,0.075,0.364
0.56,0.531,0.249,0.018,0.495
0.79,0.721,0.434,0.14,0.634
0.532,0.472,0.279,0.031,0.605
0.902,0.813,0.709,0.097,0.495
0.919,0.823,0.703,0.067,0.542
0.764,0.744,0.457,0.041,0.602
0.691,0.871,0.356,0.03,0.657
0.793,0.784,0.526,0.128,0.459
0.823,0.758,0.684,0.181,0.45
0.657,0.68,0.349,0.045,0.358
0.584,0.623,0.416,0.182,0.474
0.626,0.614,0.322,0.094,0.515
0.677,0.678,0.408,0.084,0.435
0.914,0.914,0.707,0.018,0.666
0.824,0.769,0.558,0.166,0.63
0.364,0.306,0.183,0.107,0.405
0.942,0.856,0.618,0.071,0.694
0.689,0.876,0.354,0.042,0.72
0.579,0.501,0.369,0.105,0.328
0.43,0.396,0.236,0.055,0.218
0.867,0.889,0.634,0.009,0.756
0.552,0.487,0.323,0.21,0.334
0.786,0.732,0.608,0.167,0.294
0.819,0.805,0.584,0.01,0.464
0.678,0.702,0.439,0.083,0.562
0.547,0.476,0.35,0.189,0.392
0.665,0.708,0.548,0.071,0.449
0.784,0.742,0.568,0.156,0.509
0.857,0.717,0.691,0.317,0.203
0.618,0.556,0.308,0.063,0.432
0.835,0.708,0.666,0.434,0.288
0.481,0.442,0.284,0.131,0.268
0.45,0.409,0.224,0.067,0.416
0.543,0.512,0.315,0.168,0.355
0.781,0.681,0.542,0.13,0.506
0.389,0.301,0.161,0.102,0.346
0.8,0.793,0.502,0.099,0.489
0.692,0.613,0.381,0.066,0.381
0.694,0.713,0.424,0.065,0.529
0.34,0.445,0.187,0.059,0.425
0.139,0.188,0.051,0.037,0.485
0.865,0.724,0.697,0.272,0.343
