TSSM_MIN,TSSM_MAX,PTPM,TV,BSHG,RENDIMIENTO
26.059,33.939,2.834,30.412,0.48,1.2
25.252,33.653,1.605,29.288,0.494,1.0
25.796,32.628,3.636,30.25,0.367,1.33
25.084,34.432,0.509,29.744,0.557,1.0
24.922,35.499,2.05,28.281,0.522,1.33
25.587,33.312,3.635,30.831,0.469,1.33
24.093,32.185,3.324,25.026,0.478,2.23
24.002,31.84,6.572,25.859,0.464,2.0
23.746,31.28,4.785,25.255,0.49,1.46
23.387,30.531,5.307,25.735,0.431,1.66
23.519,31.119,3.278,25.319,0.467,1.16
24.324,30.91,7.234,27.52,0.42,1.85
24.761,32.444,5.391,25.849,0.509,1.78
25.232,33.662,2.261,26.276,0.47,1.04
23.462,30.613,6.479,26.468,0.419,1.49
23.97,31.513,3.047,26.229,0.463,1.28
18.069,21.681,24.232,20.689,0.234,1.91
17.816,21.289,19.635,20.074,0.29,1.5
17.528,20.458,25.98,20.097,0.15,1.3
17.706,20.716,19.736,20.147,0.209,1.6
17.858,20.718,24.114,20.477,0.117,1.6
18.467,21.948,16.883,20.22,0.286,1.6
17.171,20.166,23.852,19.63,0.143,1.6
17.608,20.764,28.161,19.114,0.252,1.6
17.584,20.592,24.867,19.495,0.218,1.52
26.17,29.614,2.525,31.842,0.451,1.6
24.973,29.694,7.407,31.536,0.365,1.85
26.324,29.591,5.646,32.207,0.362,1.5
25.572,29.671,10.031,32.431,0.379,1.5
27.008,29.783,0.691,33.123,0.329,1.5
25.411,29.659,6.716,31.721,0.369,1.5
26.967,29.855,1.415,33.34,0.38,2.0
25.854,29.685,5.944,34.191,0.349,2.0
26.25,29.746,2.649,32.476,0.387,1.5
26.162,30.13,7.556,34.227,0.335,2.0
26.201,29.908,3.448,33.403,0.448,1.5
25.712,29.98,7.898,32.994,0.316,2.0
26.042,29.456,5.864,31.614,0.312,1.5
25.712,29.69,5.699,32.025,0.381,2.0
26.072,29.961,0.194,31.635,0.354,2.0
26.275,30.35,0.956,32.846,0.235,2.0
23.45,29.055,25.223,28.63,0.258,1.25
24.044,29.273,22.854,30.081,0.224,1.38
23.708,29.515,13.024,28.923,0.248,1.51
23.748,28.505,21.816,29.003,0.196,1.5
23.703,28.86,27.888,29.312,0.215,1.5
23.899,28.686,20.972,29.625,0.184,1.8
23.421,28.16,27.85,29.018,0.171,1.7
23.696,28.902,18.481,29.243,0.173,1.3
23.746,28.78,19.185,29.302,0.21,1.02
23.988,29.476,13.778,29.555,0.202,3.7
24.013,29.255,17.911,30.051,0.178,3.0
24.707,28.62,21.754,30.467,0.139,3.0
23.632,28.077,25.072,28.998,0.192,3.0
23.8,28.727,13.672,29.045,0.245,2.5
23.781,28.769,31.268,29.4,0.213,2.5
23.82,28.68,6.45,29.232,0.174,2.5
24.002,28.622,16.797,29.784,0.145,2.45
23.901,28.774,22.968,30.004,0.19,2.5
26.514,31.955,1.936,30.586,0.448,1.09
15.99,21.361,4.714,18.266,0.299,1.33
15.718,20.223,3.128,16.911,0.273,1.54
16.094,20.23,2.85,17.822,0.263,1.5
16.578,21.86,5.461,18.441,0.325,1.5
15.456,20.241,5.523,17.359,0.315,1.5
15.349,20.098,6.997,17.707,0.287,1.5
15.834,20.468,4.27,18.064,0.271,1.5
15.71,21.094,3.425,17.574,0.312,1.5
14.813,20.7,2.41,16.93,0.39,1.5
16.207,21.682,6.5,18.364,0.312,1.5
15.448,20.54,4.315,17.868,0.308,1.5
15.354,19.986,5.389,17.886,0.259,1.5
23.304,30.851,8.343,27.366,0.339,2.5
23.358,29.896,8.029,28.329,0.326,2.5
16.609,22.714,3.067,18.003,0.369,0.8
16.271,23.517,1.592,19.062,0.407,0.8
16.588,22.184,3.469,19.036,0.351,0.8
15.893,22.621,2.898,18.492,0.432,0.8
16.285,21.908,3.946,17.432,0.329,0.8
15.926,22.563,4.29,17.57,0.36,2.0
16.9,22.7,7.057,18.249,0.304,2.5
14.872,21.158,5.957,17.333,0.31,2.5
14.964,22.328,5.922,17.095,0.342,1.75
15.744,22.178,4.036,17.34,0.304,1.75
15.165,23.042,3.356,16.636,0.358,1.8
15.827,23.139,2.488,16.76,0.389,1.8
15.64,24.371,1.916,16.952,0.408,1.6
16.008,23.249,2.428,16.961,0.38,1.6
15.878,24.055,2.875,16.919,0.43,2.2
16.434,24.13,0.551,16.506,0.371,2.2
16.236,23.914,2.819,17.279,0.373,1.67
17.064,24.611,1.765,17.075,0.375,1.32
16.922,25.031,2.701,17.503,0.404,1.4
16.728,23.296,2.881,17.512,0.34,1.4
16.255,22.994,3.315,16.937,0.37,1.19
17.27,22.957,2.845,17.592,0.331,1.19
15.621,22.625,4.351,16.743,0.315,1.4
15.863,22.712,4.976,17.117,0.334,1.4
16.055,23.555,3.474,17.089,0.343,1.46
16.117,23.081,2.025,17.158,0.35,1.42
